ID,Tweets,Labels
648,   Nimemsikiliza huyo taahira kweli kama hawa ndio wanategemea kua viongozi nchi hii haitaendelea Anasema uhu,0
650,Habari Ahsante kwa kuwasiliana nasi Pole sana tunaomba ufafanuzi wa tatizo lako tafadhali mnapata changamoto ganiFB,0
651,VIDEOKlabu ya Barcelona wamesha tua katika Jiji la Manchester United kucheza mchezo wao wa Klabu Bingwa Ulaya dhidi ya Manchester United Mchezo utakao chezwa kesho Jumatano,1
652,   Hope ni huku Kazimzumbwi mwanzoni before njiapanda ya jeshi kwenye lami mpyaa DC,0
655,   Ujumbe mfupi sms wa kwanza kwenye simu ulitumwa Disemba 3 1992 ambapo Mhandisi Neil Papworth wa Canada aliandika Mer,1
656,   Ofisi ya jiji la Dodoma kwa kushirikiana na Mamlaka ya Viwanja vya Ndege Tanzania TAA yafanya mkutano na wananchi,0
657,   Lengo hasa la kitabu hichi ni kuongeza hamasa kwa mabinti kuwa inawezekana pia kuwajengea Uthubutu  ndani ya PB ya,1
658,Adeo tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani E2G3GH au 4G,0
662,Abubakar tafadhali tuambie ni tatizo gani haswa hutokezea unapotumia wifi kwa laini yako ya zantel ili tuweze kukusaidia,1
664,   Leo tumeweka historia tutajenga km 300 kwa pesa yetu DarMoro 160kph Moro saa 1 tu CCM Mpya Tanzania Mpya,1
665,   Shukrani Musoma Shukrani Mhe Mkuu wa Mkoa Brother Adam Malima Tuseme nini tenaNyumbani kumenoga,1
668,   Nimepokea kwa masikitiko makubwa taarifa za kifo cha Rais Mstaafu na Baba wa Taifa la Zimbabwe Mzee Robert Mugabe Afrika i,-1
669,   Wakuu naomba support mwa Mtanzania mwenzetu aondoke na ushindi Link Chagua FLORINYAHTanzani,0
670,Kabla ujameza p2 hakikisha ulikuwa haupo katika dozi ya dawa Baadhi ya Dawa zinaweza kuizuia isifanye kazi kwa ufanisi Mfano wa dawa ni kama zifuatavyo Dawa zinazotumika kutibu kifafa mfano barbuturates primidone phenytoin and carbamazepine ,0
671,Kuna watu wanashindwa kuoa kisa hawana maharini heshima ila kama mtu hana wampe tu bure,0
673,Kwani chama hakina pesa mpk useme hivo Serikal na chama wanashare account kwani,0
674,   Utabiri wa Hali ya Hewa wa siku tano na athari zinazoweza kutokea Umetolewa leo tarehe 25082019 na Mamlaka ya Hali ya,-1
676,onet online shopping store tafadhali tembelea kwenye ofisi au duka letu Karibu ujiwahie ya kwako,1
678,   Nami nawapatiliza wana maovu ya Baba zao hata kizazi cha tatu na cha nne cha wanichuki,0
679,   Muonekano wa barabara ya Bwanga Biharamulo km 68 ambayo ujenzi wake kwa kiwango cha lami umekamilika barabara hiyo inau,1
682,   Mwenendo wa wastani wa pato la taifa kwa mtu mmoja mmoja GDP per capita kwa mikoa 10 bora  kuanzia mwaka 2004,0
683,   Matendo ya wakati husika ni kielelezo cha wakati ujao,0
684,   Asante sana na kwa wimbo mzuri wa kumuimbia Mama yangu Paskalina na akina Mama wote,1
685,So kwa mwalimu wangu wa tuition primary aliitwa Bryson huyu ndo alinipa msingi na kunifanya niipende hesabusijui yuko wapi ila mara ya mwisho nikikutana nae kwenye kitimoto sinai tukanywa na bia bila kumsahau NdimboPure Math advanceMungu azidi kuwabariki,1
686,Oyaaa pokea simu,0
688,Aidha amesema NMB inafanya kazi pamoja na wilaya na halmashauri zote nchini ikiwa ni pamoja na kutoa mikopo rafiki kwa wafanyakazi wa Serikali,0
689,Lazima tu Utakuwa na pesa Nyingine pemben ya kubadilisha diet njeya hio1M Pesaya kubadilisha mboga,0
690,   Nchi ya drama na matukio Ila hii kama ikidhihirika ni kweli basi ni kashfa kubwa sana kitaifa Mark my words Maswali ha,-1
692,Kuna siku tulikuwa na mjadala humu nikashauri masomo ya watoto yangekuwa yanaanza saa 4 ukowataalamu wakasema sijui kuamka asubuhi inawasaidia nini nini kiafya,0
693,   Ametokea wapi Mtoto wa Muamar Gaddafi aliyedhaniwa kufariki ajitokeza na kutaka kuiongoza Libya,0
695,   Jifunze kubaki kimya kuliko kuongea vitu usivyokuwa na uhakika navyo,0
696,   Miaka 20 iliyobadilisha maisha ya tuliowengi shukurani sana,1
697,Rais wa Uganda Yoweli Museveni amemuandikia barua Spika wa Bunge la Uganda Rebecca Kadaga baada ya kusitisha utiaji saini wa mswada wa teknologia ya mbegu za kibiologiaGMO na kurejesha mswada huo bungeni kwa ajili ya kujadiliwa upya,0
699,   huwezi kuamini wajukuu wako na ni wapenzi na wanataka kuoana,1
700,Yaliyomo kwenye Gazeti la Uhuru Leo ALHAMISI Novemba 1 2018 Habari za Kitaifa  Kimataifa  Michezo  Makala Jipatie nakala yako kwa Tsh1000 2018,0
703,rahisi kupata simu hiyo Ahsante LM,1
704,   Suala la tume huru linapaswa kuwa ni movement ya wananchiWanasiasa watatukuta mbele ya safari tukiwa tumeanza kutifuana na,1
705,Habari Aklei Asnate sana kwa ushauri wako Tutaufanyia kaziJ,1
707,Habari yako Habby Issahujanja ni kujiachia na mtandao bora kutoka tigoshukrani sana na endelea kufurahia huduma zetu,1
708, hii ni changamoto Tusikate tamaa kulitolea ufafanuzi Na tuhimize wanawake kugombea pia nafasi za wote,0
709,   Masauni azindua mpango wa kusaidia wakimbizi,0
710,   Zao la Chai lina fursa ya kuinua uchumi hapa nchini ya Wakurugenzi wa Wakala Wakulima Wadogowadogo wa zao hilo http,0
711,   Mnunulie umpendaye jinunulie kama wajipenda abaya za kwenda unaambiwa designs ni kama zote cheki insta huku ujibambe http,0
712,   Kwenye leo Dodoma wana Azaki wakiwa katika matembezi kuelekea ukumbi wa Jakaya Kikwete kwenye shughuli nz,0
713,   Unaweza badilisha muonekano wa eneo lako na taa hizi za pembeni Karibuni ndugu zangu,0
714,   MKUU WA WILAYA YA KISARAWE MHE ATEMBELEA OFISI MAKAO MAKUU katika ziara hiyo Mhe Jokate ameliomba,0
715,   Tunaposema tunazungumzia kazi kubwa ya kuhamasisha wanawake kuwa viongozi kuanzia mwanamke mwenye miaka 12,1
717,Naibu Rais Iran aambukizwa virusi vya corona Nigeria yaripoti kisa kimoja via,-1
718,   Kusema ukweli japo huo ukweli unauma sana na ni ngumu ku acceptila kama imeshindikana kabisa yani hakuna namna,0
719,Unaomba Mungu awaue ADUI zako wakati maandiko yanasema Anaandaa meza machoni pa watesi wako Watesi wamekufa Mungu ataandaa meza ya nini sasa,0
720,   Tarehe 2528 katika Maonyesho ya Kutakuwa na Mijadala Mbalimbali Itakayowakutanisha Azaki Pamoja Na Wadau,0
721,   Msaada twitani Naomba mwenye namba ya Simu ya Mwenge ZahanatiHata ya Dr yoyote Natanguliza shukrani,0
722,   Naomba kuuliza taratibu za kufuata na wapi ambako naweza kusajili au kupata kibali cha kurusha drone camera au kupata mt,0
723,FURAHA INAKUJA PALE UNAPOACHA KULALAMIKA KUHUSU MATATIZO ULIYONAYO NA KUMSHUKURU ALLAH KWA MATATIZO USIYOKUWA NAYO MWISHO TUMSHUKURU MUNGU KWA KILA JAMBO,1
724,   Leo 23 Mei 2019 ni Siku ya Umoja wa Mataifa ya Kimataifa ya Kutokomeza Fistula ya Uzazi Kauli mbiu inasema Fistula ni U,0
725,   Watu wameondolewa kisa wana vyeti feki bila uthibitisho nadhani wananchi sasa hivi wameanza kuelewa kwanini tulitaka k,0
726,   Kuna story ambayo mke wangu hapendi kusimulia imekuwa ikimtesa sana Ipo hivi mke wangu ni mmoja wa watu waliozaliwa a,-1
727,   Watoto tunawa underestimate sana kwenye uwezo wa kiakili Watoto ni wadadisi kuliko watu wazima Watoto ni risk takers ku,0
728,Simba SC 4  5 Sevilla FC FT tzsportpesa laliga,1
729,   Tunajivunia kwa mwaka wa tatu kuwa na partnership kupitia tuzo za na imetufungulia milango m,1
730,Semina kuhusu ugonjwa wa Ebola Soma zaidi gtgt,0
731,   SISI WATANZANIA TUMEAMUA Lililokuwa daraja la miti na kamba ambalo lilikuwa likiunganisha wananchi wa Mkoa wa Rukwa n,0
732,Kama elimu ikimsaidia ila akiitumia vibaya ndo ile ya umeuza ngombe kuisomesha ngombe ikampe mtu mimba ipigwe faini ya ngombe,0
733,   Namna ya kutengeneza pesa Mtandaoni Ungana nasi kesho kwenye jukwaa la kuanzia saa 500  530 ASBH upa,0
734,RAIS MAGUFULI AZINDUA RASMI PROGRAMU YA PILI YA MAENDELEO YA KILIMO NCHINI ASDP 2,0
739,   Tusiruhusu Bidhaa feki toka nje kuingizwa sokoni kwani zinaweza kuua viwanda vyetu,1
740,   Aiseeee This is nonsense hivi ameongea baya gani mpaka mtu unaropokwa maneno yote hayo,-1
742,    yana ukomo mwaka 2030 Hivyo ni miaka 10 tu imebaki Lazima tuongeze juhudi zetu Sasa anasema,0
744,Rais akivuta utepe pamoja na Balozi wa China hapa nchini Wang Ke kuashiria ufunguzi wa Maktaba mpya ya Chuo Kikuu cha Dar es Salaam yenye uwezo wa kuchukua wanafunzi 2100 kwa wakati mmoja Wengine pichani ni Viongozi waastaafu mbalimbali kutoka nchini Tanzania,1
745,   Tanzania kuna watu milioni 50 weka watu milioni 30 wanaoku milo miwili kwa siku zaidi ya sahani milioni 60,0
746,habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali jaribu tena baadae,0
747,Wakazi wa kijiji cha Nkungwe wilaya ya Kigoma Mkoani Kigoma wameipongeza serikali kuanza kutatua changamoto ya ujenzi wa daraja la watembea kwa miguu katika mto Luiche Soma zaidi gtgt,0
748,Je wajua kuwa watu huzishika nyuso zao aghalabu mara 23 kwa lisaa limoja basi ni vyema tujali afya zetu kwa kunawa mikono yetu mara kwa mara na Maji Safi yanayotiririka kwa sabuni au vitakasa,1
749,Habari kama umesahau namba yako ya siri naomba utembelee ATM ya NMB iliyo karibu na wewe ili uweze kujitumia namba ya siri mpyaYN,0
750,Kamati ya ya Miundombinu imesema bajeti ya Wizara ya Ujenzi Uchukuzi na Mawasiliano kwa mwaka wa fedha 201819 imeshuka kwa Asilimia saba kutoka Tsh Trilioni 45 mwaka 201718 hadi Tsh Trilioni 42 mwaka ujao wa fedha,1
751,   Kesho Januari 10 2020 Rais anaanza ziara ya kikazi Visiwani Zanzibar ambapo ataweka jiwe la msingi la,1
753,   Mkuu wa wilaya akisalimiana na wasanii mbalimbali waliojumuika katika Ziara ya Makamu wa Rais,1
755,Eehsema sista alikuwa anatuwekea msosi kwa siri getosema ndo tunakuta umepoa kinoma ,0
756,   Waziri wa Afya Maendeleo ya Jamii Jinsia Wazee na Watoto amesema Serikali haina nia ya kuyabana Mashirik,0
757,   Kesho nitakuja na uzi wa Je Wajua za tofauti kidogo Lau unipatie wasaa wako kesho nikusogezee darasa kiganjani kwako,1
759,Shukrani sana kwa kuwa balozi mzuri,1
760,pia fahamu ya kuwa tunafanya maboresho kwenye menyu zetu za vifurushi ili kuwapatia vifurushi bomba kabisa wateja wetu Tafadhali piga 14700 au 14800 chagua saizi siku wikimwezi au Halichachi kupata vifurushi vyetu vilivyobo,1
761,   Leo saa 8 mchana Live On Live 1077 Upendo fm Radio Dsalaam Tutakuwa na Tukizungumzia UMUHIMU WA KIJANA,0
763,Umeona wapi bonasi ya 300 za dakika na mpaka 2GB za data Ukijiunga na kifurushi cha Bonga au MpakaBasi cha siku au wiki kutoka Zantel utapata Bonasi hii Kwa maelezo zaidi bofya,0
764,Naibu Waziri wa mambo ya ndani ya Nchi Mhandisi Hamad Masauni amewataka Watanzania kuweka Fedha zao katika Benki za Kiislamu zilizopo nchini ambazo hazina riba ili ziwasaidie katika mafanikio mbalimbali,0
765,   Uko sahihi sanaunaweza ukaua ratiba zako ili ufanikishe la mtu aliyembali ila siku ukisema siwezi nimeb,0
766,   Jana Aubameyang Alikuwa Na Odds 2 Leo Kama Una Hela Unataka Kuzalisha Mpe Lewandoski na Haaland Frame 2  Ods,0
768,Na ndio maana kujenga barabara hii ni muhimu Ili yake magari yatakayokuja kudhughulika hapa mitambo wawekezaji watakaokuja hapa usafirishaji wa madini haya Barabara isije ikawa kikwazo  RaisJPmRuangwa,1
769,   One Branch Network ni mfumo unaoruhusu kufanya miamala ya papo kwa papokwenda matawi yote ya katika,0
770,   Mbinu mojawapo ya watawala ni kuwafanya watawaliwa kuona kwamba maadui wao wanatoka nje ili wapambane nao badala ya ku,-1
774,Unakuta wengine ndio kwanza wanapenda kukuona ukiwa tegemezi kwao,-1
775,   Abaya in stock kwa 95000 tu Ipo pia rangi ya Pink Maroon Mustard yellow na Royal blue Nafanya delivery na mikoani natum,0
776,TAARIFA KWA WAKULIMA NA UMMA KWA UJUMLA JUU YA MUELEKEO WA MVUA NCHINI KUTOKA TMA Link,1
777,Ahsante kwa kutembelea ukurasa wetu Zantel mtandao nafuu zaidi nchini,0
782,umeme ambapo miradi ya usafirishaji kutokana na umbali huo inakuwa ni ya gharama sana Kutokana na kuwa mahitaji ja umeme yalikuwa tayari ni makubwa katika maeneo ambayo hata hayajafikiwa na gridi ya Taifa ililazimu kufanya miradi mbadala kwa ajili ya kufikisha umeme wa,-1
783,   Hongera Mh  Hongera mama Samia Suluhu Hongera wabunge na madiwani wateule wote Tukajenge nchi sasa,1
785,Namba yako ya simu duka ulipowasilisha taarifa zako kwa msaada zaidi Ahsante OE,0
786,   Tumeshavuna aibu yetu Olympic Tokyo  Waliokabidhiwa bendera wako wapi mpaka mtu kaamua kutusaidia kubeba Bendera,-1
787,Tutafanyia kazi kubadili vifurushi hivyoKA,0
788,   Hawa Jamaa Kazi Yako Sio Ya Kitoto Aiseee Cheki Mchuma Ulivyo kuwa kabla na baada Wanapatikana Mitaa Ha Si,0
789,   Hakuna atakae hustle badala yako,0
790,Massele Ndugai wavurugana,-1
792,Npe darsa kidogo Darasa ninalolijua Mimi ni kuwa ukijifukiza UnAeza athir mfumo wako wa upumuaji Npe darasa,0
793,Ali Khamis mteja wetu wa thamani endelea kuongeza salio zaid na zaid ili uweze kushinda na JERO YAKO promosheni asante sana kwa kuzid kuweka vocha tafadhali wajulishe na wengine wengi,1
794,   Weekend kama hii huna haja ya kubeba cash lipia bili zako kwa urahisi na equity Jipatie kadi yako sasa,0
795,   Tumeamua kupeleka madaktari katika Vituo vya Afya tofauti na ilivyokuwa hapo awali madaktari walikuwa kweny,0
796,   Leo kwenye hotuba yangu nilipoalikwa kwenye mkutano wa mbunge wa Mbozi nimewaambia wananchiTutanaka tume huru,1
797,condom huzuia mimba zisizotarajiwa na haliyakuwa mnajamiana tuachane na hilo condom pia inakukinga na maambukizi ya magojwa hatarishi ya zinaa km syphilis gornorrhea virusi vya ukimwi etc,1
798,Hii PayPal bhana nilipewa story wao ndo hawajalielewa soko la Tzsijui shida ni nini,0
799,   mpaka sasa najua una nyimbo moja kali ya siasa kichwani hebu iweke kwenye pepa then studio huu ni muda mw,1
800,   Huku kumenogausipitwe na fursa hii Kwako Mfanyabiashara njoo uuze hukuNa Sisi Wengine sasa kuna buru,0
801,   UN TAARIFA ZA KUPOTOSHA KUHUSU CHANJO ZINAREFUSHA TATIZO Umoja wa MataifaUN umetoa wito kwa raia kuhakiki taarifa kuhu,0
802,Matokeo ya Masters mzumbe yametoka kwenye Aris mtu amepata C kaandikiwa Pass lakini anatakiwa afanye supplementary Sasa maana ya Pass ni ninimnaojua vizuri nisaidieni plzz,0
803,   Habari ya mjini ndio hii Fanya booking yako mapema kupata punguzo la bei,0
804,Rich HabariTunapenda kukujulisha kwamba tumefanya maboresho Kwa kutumia menyu yako 14700 au 14800 bado unaweza kufurahia vifurushi vya intanet kama vile social pack na vifurushi vya video,0
805,   Ukipata Pesa Au Cheo Hakikisha Unawanyanyua Walio Chini Utapata Baraka Usitumie Pesa Zako Au Cheo Chako Kuwanyanyasa W,1
807,Luhaga Mpina awaonya wanaokwamisha wafanyabiashara na mawakala wa uuzaji wa samaki kufanya migomoSoma Zaidi gtgt,0
808,   CHANGIA FAINI YA VIONGOZI WA CHADEMA MPESA KWENDA CRDB 1 BONYEZA 15000 2 TUMA PESA 3 KWENDA BENKI 4 CHAGUA CRDB,0
809,   Kuna kipindi rafiki yangu mmoja alikuwa ananitongozea girlfriend wangu Na alikuwa kabisa anajua mimi ndio natoka nae ht,-1
810,   Mimi siamini kua kuna mtu mvivu hakuna mtu anaeupenda umasikini Kinachotengeneza uvivu ni mfumo mbovu,0
811,Mmetengewa kiasi cha Fedha kwa ajili ya Ujenzi mkubwa wa mradi wa maji ambao utarahisisha na kuwasaidia  Waziri Mkuu wa Jamhuri ya Muungano wa Tanzania,1
813,Habari Ahsante kwa kuwasiliana nasi pole sana kwa changamoto uliyoipata tulikuwa na tatizo la mtandao ila kwa sasa huduma ya internet imerejea naomba kufahamu kwa sasa bado unashindwa kutumia Internet Ahsante WN,1
814,   Coco amp Denge nimependa namna wametoa elimu ya kufanya biashara mtandaoni Wengi hatujui kutumia kukuza biashara,1
815,   Ndio una jezi ya Euro 100 wewe Haya mateso ni ya muda mrefu sana,0
816,   Nimekwenda hosipitali Daktari wamesema dawa yangu ni wewe We ndio wangu Daktari cc,0
817,Habari Ahsante kwa uvumilivu wako pole sana kwa changamoto uliyoipata Huduma ya internet sasa imerejea Tunaendelea kuomba radhi kwa usumbufu uliopata Vodacom tunaahidi kufidia MB zako ulizopoteza kuanzia leo asubuhi AhsanteNM,0
818,   Huyu mtoto asaidiwe atendewe hak,0
820,   Watani zangu Kagera wao ni maneno na kujidai tu Kagera inachangia 25 tu ya Pato la Taifa GDP na vile vile 31 ya Wakaz,1
821,Nyoka aina ya chatu ameingia katika gari la watalii kupitia magurudumu ya mbele ya gari hilo ambapo wageni waliokuwa wakitumia gari hilo wameonyesha kutokuwa na wasiwasi wowote Soma zaidi gtgt,-1
822,   Tokea mabibo kwa masai play ya maalum kwa wanaoisikiliza kwa haya masa,1
823,   Inasikitisha sanahiyo ndio tanzaniapoleni,-1
824,   Shame wanakatili watoto kwa mambo zao za kisiasa ni huupuzi kabisa,-1
826,   Dkt Tizeba asisitiza ushirikishwaji wa TMA kwenye miradi mbalimbali ya maendeleo ya Kilimo Kwa taarifa zaidi tembelea,1
827,   Ewe kijana mwenye uwezo sasahivi wa kufanya anasa za kila aina Nakushauri pesa hizo kajenge weka akiba kwaajili ya watoto,1
828,Taarifa ya Habari ya ITV saa mbili usiku Februari 02 2020,0
829,   Zali la mentali Ndivyo sivyo Hapo vipi Kipi sijaskia Tatu chafu,0
830,Wakala wa Barabara Tanzania Tanroads umesema ujenzi wa daraja la mto Mkange mkoani Morogoro lililosombwa na maji utaanza leo usiku huu kwa ushirikiano na makandarasi wa ujenzi wa reli ya kisasa SGR,-1
832,Bro ananambia kila mwaka lazima aende na familia nje kuenjoiye anaita kula pipi Sahivi kaishakata hadi tiketi wanaondoka tar24Dec kwenda uturuki for 12 days,0
834,   Sina Chama sina kadi but napenda nchi yangu ndio mana nimechanga huu nimchango dhidi ya udhalimu na uonevu,0
835,   Utumishi wa Umma ni kazi ya si pahali pa kujilipa mamilioni Mwalimu Julius K Nyerere,0
836,   Sana Yaani kwani wale huduma hiyo hawana kweli,0
838,MADAKTARI BINGWA WA WATOTO WA TAASISI YA MOYO JKCI NA PROF PAN XIANG BIN WAFANYA UPASUAJI WA BILA KUFUNGUA KIFUA KUPITIA MSHIPA WA DAMU WA KWENYE PAJA,1
839,je wajua Binadamu mwenye kilo 70 ana lita 42 za maji katika mwili wake lita 28 ndani ya cell na lita 14 nje ya cell,0
841,   Miongoni mwa mtihani mkubwa sana kwa vijana ni ibada Kama upo kwenye hili kundi na bado unajitahidi ibada zisikupite hon,0
842,   YAJUE HAYA KUMI KUHUSU MMILIKI WA BIDHAA ZA APPLE STEVE JOBS 1 Steve alizaliwa mwaka 1955 na kufariki October,0
843,   mahaba teleeee kwenu ,0
844,Spika wa Bunge ametoa siku nne hadi Ijumaa kwa Serikali kuwasilisha taarifa ya kina kuhusu mauaji ya watoto yanayoendelea mkoani Njombe Waziri Jenista Mhagama aliliomba Bunge kutoa muda huo kwani Serikali inahitaji muda kutoa taarifa kamili itakayoelezea pia hatua walizochukua,-1
845,   Je mavazi haya yanafaa kuwa maalum kwa ajili ya  Yametengenezwa na mbunifu mdogo aitwaye,1
846,Tumepokea kwa hatua zaidi,0
847,Upo eneo gani mteja tunaomba details vizuri ili tuweze kufuatilia,1
848,Ushiriki wa vijana kwenye kilimo ni mkubwa sana nchini Rwanda tunawajibika kuwasaidia vijana ili waweze kufanya kilimo cha kibiashara kwa lengo la kuinua kipato chao wenyewe na kuwajengea mazingira ya kukitegemea na si kutengenea ajira pekee Waziri MkuuRwanda,1
853,   Mimi nilikiwa na BPhysics AChemistry na ABiologyWakati huo huo nina BHistory AKiswahili na AEnglish Nikaamua kwen,0
854,   39 Mwanadada aliyekuwa ndiye MC wa shuguli ya usiku wa katika ukumbi wa Mlimani City ji,0
855,OLE SABAYA tayari sheria ishachkua mkondo wake bado ndgu yake OLE GUNNER maaana nae c muelewi,0
856,pole kwa usumbufu pesa yako imeshafanyiwa kazi jumatatu pesa itarejeshwa kwenye akaunti yakoJJ,0
858,   Ndugu yangu tuna vyuo sasa Ph holders wenyewe wanatafuta teuzi za uDC wakashindane na wenye diplo,0
859,Zipo changamoto wanazokutana nazo polisi wakiwa katika patro zao je unajua ni changamoto zipi Live PD Police Patrol ni makala inayokuonyesha matukio mbalimbali wanayokutana nayo polisi katika kazi zap tazama makala hii kila Alhamis saa 350 usiku kupitia channel CI 170,0
860,   Siku Hizi Ni Deni Bro Kuna Jamaa Kaoa Last Month Ananidai Mchango wake hadi leo under Unajua Tulikopa Ndio Tufanikishe,0
862,   Kwa Namna Yoyote Kama Hujawahi Kula Bata Bills Sijui Utahadithia Nini Wala Bata Wenzako,0
866,   Ndoa zote ni mtihani Kinachotofautisha hali ya ndoa moja na ingine ni jitihada na kudra za watahiniwa,0
867,Na wale wanaotajiwa BBmahari kubwa wanakuwa hawana na wazazi hawapunguzi bei kama supermarket inakuwaje,0
869,   Kuna shida gani kusafiri kitajiri kwa bei poa unahitaji tuu mambo yasiwe mengi,0
871,Pole sana kwa changamotohalafu namba utufahamishe mahali ulipo,0
872,Jeshi la Magereza limeendelea na program za urekebishaji wafungwa kupitia viwanda vidogo vidogo kuwapatia stadi za kazi,0
874,   Machozi Jasho na Damu,-1
875,   Episode 4 imekaa kidegree sana ina mafunzo mengi ndani yake hususani sisi raia wa kidigitali tunaotumia mitanda,1
877,   Waziri wa Mambo ya Ndani wa  Fred Matiangi ameagiza kuondolewa nchini humo na kurudishwa kwao raia wanne wa China,0
878,UZINDUZI UJENZI WA DARAJA LA KIGONGOBUSISI MKOANI MWANZA FUATILIA MATANGAZO HAYA HAPAgt,0
879,   Mhusika mwenye picha au video hiyo mbali na makosa ya kisheria unayoyatenda kwa kusambaza Tambua kutuma picha za fara,-1
880,   Unakwama wapi kishiriki  Alafu Gharama ya usajili ni Ndogo sana 40000 before 15oct ila baada ya h,0
882,   Wanaume wengi huwa tunabeza sana haya mambo ya kujiunga kwenye vikundi vidogo vidogo vya kijamii ambavyo vingi malengo yake h,0
884,Tafadhali tujulishe tatizo lako kwa msaada zaidiJB,0
885,   Mnawezaje kupata mtoto wa kiume Ili kuongeza uwezekano wa kupata mtoto wa kiume wenzi wanapaswa kula vyakula kama mihogo m,0
888,   Tenda Wema nenda zako usingoje shukurani,1
889,Tunaomba namba yako DM kwa msaada zaidi,0
891,   Tuliandika andiko hili miaka kadhaa nyuma Ni wazi linauisho mpaka sasa Tunatamani ile nguvu iliyotumika kusema,0
892,Nampelekea boks la chaki km zawadi,1
893,Mkuu wa mkoa wa Rukwa afanya ziara na kukagua maendeleo ya ukarabati wa chuo Kikuu cha Sayansi na Teknolojia Tawi la Rukwa nakuwahamasisha wanafunzi wasome masomo ya sayansiSoma Zaidi gtgt,0
894,   Mshauri kujiamini na kua na furaha ni silaha zaidi hata ya nuclear,1
895,Sema una unafiki fulani wa kisenge sanaunachifichaga kwenye kivuli cha utani ila ipo siku itakukosti,-1
896,Baada ya kufanyiwa Treatment ya kwanza ndio yanatoka hapo yanaenda viwandani kwa treatment nyingine km Chemical teatment Na pia hayohayo yaliofanyiwa biological treatment yanaing,0
897,thamani ya mauzo ya madini nje ya nchi iliongezeka kutoka USD198msawa na Tzs 3168bl 2011 hadi kufikia USD 23blsawa na tzs3684bl2012,1
898,   Kuna changamoto nyingi zinazo wakumba walimu na ufundishaji ambapo tumekuwa tukijitahidi kukaa na serikali wadau mbalimbali,0
899,Habari pole sana kwa changamoto Kama unapata shida ya mtandao tunaomba namba yako inbox kwa msaadaKA,1
901,   Biashara Asubuhi Jioni Mahesabu Ya Madrid Jana Yasitukatishe Tamaa Mapema Tu Ingia Premier Bet Utengeneze Pesa Mi,0
904,Utamu wa raha ni kujipa mwenyewe na huku ukijiachia kwa raha zako kupitia wakati huu mpaka saa,1
906,Interest zinatofautiana kulingana na aina ya akaunti na Kiwango cha kuweka kupitia akaunti ya akiba ni shilingi 20000JB,0
907,   Utabiri wa Hali ya Hewa wa saa 24 zijazo kuanzia saa 3 usiku wa leo tarehe 28012019,1
908,   IKULUChamwino Taarifa ya IKULU Rais Samia Suluhu Hassan ameelekeza Kupunguzwa Kwa Tozo Zinazotozwa na Taasisi Mbalimbal,0
909,   Sisi MCL tunajivunia kuwa mstari wa mbele kuwawezesha waandishi wetu wa habari na ujuzi wa karne ya 21 Tumeanza mafunz,1
911,   Watanzania wameonyesha hawakipendi Chama cha Mapinduzi sio jambo la kawaida katika kipindi hiki kigumu Watanzania wamenyi,-1
912,   Ilee pilipili yetu pendwa yenye ladha murua kabisa kwenye chakula chako Washwa na G mchongo bado upo mtaani kwa wakazi wa,0
913,   Wenye siri za hawa wake wengine pembeni na familia kwa Ujumla ni wazazi wetu wa kiume or kike Mchongo kwao huwa unafaha,0
914,Wadau walioshiriki kutoa maoni kuboresha Muswada ni WananchiTLSMOATMISATANMCTLHRCTEFNOLA na WabungeMheNAPE,1
916,Fahamu kuwa michezo ya WWE Raw inaonyeshwa kupitia chaneli namba 209 SS9 kifurushi cha DStv Bomba Tshs 19000 saa saa 300 usiku,0
917,endelea kujifunza na kupata taarifa sahihi zaidi kuhusu gesi asilia na ugunduzi wake,1
918,Ni kweli You areca beautiful Woman sijui Girl hongera,1
920,Ndiyo anaweza kupata iwapo mshahara wake uliobaki ni 700000 na kuendeleaTL,0
924,Sio kila mpenzi wako anapokuomba hela umpe fasta hata kama unayosiku nyingine mwambie sina ngoja nikutafutie ili ajue hela zinatafutwa sio zipo tu,0
925,   Happy Birthday Mh Rais Mstaafu wa Awamu ya Nne Dkt kwa kutimiza miaka 71Mwenyezi Mungu Akujalie Umri Mrefu na Af,1
926,   Mkubwa Hasemwi Mkubwa Anaelekezwa,0
927,   Na wakristo wengi wanao zaidi ya mmoja sema hawana nguvu ya kuhalalisha Watu wanakompromaizi amani ya mioyo yao kwa kigezo,0
928,Watag tuwainfluence sasa,0
929,AbdallahKwa Mwanza tunapatikana Mtaa wa Rwagasore karibu na Midrand Hotelnamba ya muwakilishi wetu ni 0779751325 Pia tunapatikana Mtaa wa uhuru Dampo namba ya muwakilishi wetu ni 0772552318 Na uwanja wa Nyamagana mwakilishi wetu anapatikana k,1
932,   Kinga ni kinga ya maisha ya familia yako wazazi au uwapendao endapo utapata janga la kifo au kwa baadhi ya bidhaa za bima h,1
933,Kumbe tunaifukuzia China kwa wingitushafika bilioni toka milion 60mpk 1000 milioni tofauti hapo ni 940M Tumepiga hatua kubwa,1
934,   China imetuma timu ya Watu wakiwemo Madaktari kwenda Korea Kaskazini kwa lengo la kutoa ushauri kuhusu afya ya Kim Jong Un,0
